air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_proxy
298.0,309.9,1565,33.9,40,53053.5
298.0,309.9,1403,47.7,43,66923.1
298.1,309.9,1629,32.5,45,52942.5
298.1,310.0,1534,33.7,47,51695.8
298.1,310.0,1553,40.9,49,63517.7
298.1,309.9,1563,32.8,51,51266.399999999994
298.1,309.9,1634,30.0,53,49020.0
298.0,309.9,1445,45.2,55,65314.00000000001
298.1,309.9,1642,30.4,58,49916.799999999996
298.1,309.9,1686,29.1,60,49062.600000000006
298.1,310.0,1393,43.1,65,60038.3
298.2,310.0,1433,44.2,68,63338.600000000006
298.3,310.0,1507,44.7,73,67362.90000000001
298.3,310.1,1389,49.6,75,68894.40000000001
298.3,310.1,1408,45.3,78,63782.399999999994
298.4,310.2,1725,32.0,80,55200.0
298.4,310.1,1926,23.7,83,45646.2
298.3,310.1,1509,37.6,85,56738.4
298.3,310.1,1545,36.3,90,56083.49999999999
298.4,310.1,1533,35.2,92,53961.600000000006
298.4,310.1,1455,42.2,94,61401.00000000001
298.4,310.1,1335,57.8,96,77163.0
298.3,310.1,1523,45.9,99,69905.7
298.3,310.0,1460,47.6,101,69496.0
298.4,310.0,1554,37.3,103,57964.2
298.3,310.0,1419,47.1,105,66834.90000000001
298.3,310.0,1442,43.9,110,63303.799999999996
298.3,309.9,1507,41.6,112,62691.200000000004
298.3,310.0,1858,23.9,114,44406.2
298.3,309.9,1463,43.9,116,64225.7
298.2,309.7,1585,37.4,118,59279.0
298.0,309.6,1536,37.3,120,57292.799999999996
298.0,309.6,1403,51.3,122,71973.9
297.9,309.6,1515,38.8,124,58781.99999999999
297.9,309.5,1390,47.9,127,66581.0
297.8,309.4,1226,58.7,129,71966.2
297.8,309.4,1495,36.5,132,54567.5
297.7,309.4,1608,30.2,135,48561.6
297.7,309.4,1392,44.1,140,61387.200000000004
297.7,309.4,1461,43.7,142,63845.700000000004
297.7,309.3,1559,36.9,145,57527.1
297.7,309.3,1400,48.9,147,68460.0
297.7,309.2,1732,28.8,152,49881.6
297.6,309.2,1611,33.1,155,53324.100000000006
297.6,309.1,1503,38.9,157,58466.7
297.7,309.2,1391,44.5,159,61899.5
297.8,309.3,2015,20.1,161,40501.5
297.8,309.2,1683,30.9,163,52004.7
297.7,309.1,1435,38.8,165,55677.99999999999
297.7,309.1,1732,28.1,167,48669.200000000004
297.7,309.2,1365,58.6,170,79989.0
297.7,309.1,1562,36.8,172,57481.6
297.6,309.1,1449,49.1,174,71145.90000000001
297.7,309.2,1700,27.4,176,46580.0
297.6,309.0,1427,45.6,179,65071.200000000004
297.6,308.9,1479,38.1,182,56349.9
297.5,308.9,1469,44.0,185,64636.0
297.5,308.9,1390,47.4,187,65886.0
297.5,308.9,1729,28.1,189,48584.9
297.5,309.0,1470,43.5,191,63945.0
297.5,308.9,1459,48.5,193,70761.5
297.5,308.9,1738,24.0,195,41712.0
297.5,308.9,1471,37.7,197,55456.700000000004
297.6,309.0,1822,25.4,202,46278.799999999996
297.5,308.9,1554,34.8,204,54079.2
297.6,308.9,1433,43.2,206,61905.600000000006
297.6,308.9,1449,47.7,209,69117.3
297.8,309.0,1456,41.2,0,59987.200000000004
297.8,309.1,1424,45.5,2,64792.0
297.9,309.2,1577,34.7,5,54721.9
297.9,309.2,1478,39.7,10,58676.600000000006
297.8,309.2,1295,61.2,12,79254.0
297.8,309.2,1372,47.3,15,64895.6
297.8,309.1,1432,42.6,17,61003.200000000004
297.7,309.0,1656,33.2,20,54979.200000000004
297.8,309.0,1410,48.8,23,68808.0
297.7,309.0,1874,24.4,28,45725.6
297.7,309.0,1538,43.2,30,66441.6
297.7,309.0,1636,29.7,32,48589.2
297.7,309.0,1504,40.4,35,60761.6
297.7,309.0,1531,42.4,38,64914.4
297.6,309.0,1735,26.4,41,45804.0
297.6,309.0,1354,55.6,46,75282.40000000001
297.6,309.0,1413,40.2,51,56802.600000000006
297.7,309.1,1563,39.3,56,61425.899999999994
297.7,309.1,1479,42.1,58,62265.9
297.7,309.1,1477,38.3,60,56569.1
297.6,309.1,1394,50.0,62,69700.0
297.6,309.0,1487,45.4,64,67509.8
297.6,309.0,1815,25.3,66,45919.5
297.6,308.8,1453,39.7,69,57684.100000000006
297.6,308.8,1539,40.2,72,61867.8
297.5,308.7,1416,39.2,74,55507.200000000004
297.6,308.8,1683,31.6,79,53182.8
297.7,308.8,1515,40.1,82,60751.5
297.7,308.9,1531,48.3,84,73947.3
297.7,308.9,1479,40.9,87,60491.1
297.7,308.9,1516,33.7,92,51089.200000000004
297.7,309.0,1507,38.2,94,57567.4
297.8,309.0,1434,43.3,96,62092.2
297.7,308.9,1838,27.3,99,50177.4
297.6,308.8,1416,45.9,101,64994.4
297.6,308.8,1357,49.7,104,67442.90000000001
297.5,308.7,1697,28.1,107,47685.700000000004
297.5,308.7,1443,46.2,110,66666.6
297.5,308.7,1453,37.6,112,54632.8
297.4,308.6,1439,46.4,114,66769.59999999999
297.4,308.6,1609,36.2,116,58245.8
297.4,308.6,1324,59.1,118,78248.40000000001
297.4,308.6,1420,45.8,120,65035.99999999999
297.4,308.7,1545,36.9,125,57010.5
297.5,308.8,1477,39.0,127,57603.0
297.4,308.8,1447,58.1,129,84070.7
297.4,308.9,1809,23.8,131,43054.200000000004
297.5,308.9,1696,30.9,133,52406.399999999994
297.5,308.9,1427,44.7,135,63786.9
297.4,308.9,1500,46.3,137,69450.0
297.5,308.9,1390,44.6,140,61994.0
297.4,308.8,1640,34.2,142,56088.00000000001
297.4,308.8,1628,37.4,144,60887.2
297.3,308.6,1499,37.6,147,56362.4
297.4,308.7,1425,50.3,152,71677.5
297.3,308.6,1586,37.7,155,59792.200000000004
297.3,308.6,1471,50.7,157,74579.7
297.3,308.6,1431,53.0,160,75843.0
297.2,308.6,1924,22.1,163,42520.4
297.1,308.4,1421,42.0,165,59682.0
297.0,308.4,1305,54.6,168,71253.0
296.9,308.4,1557,32.4,173,50446.799999999996
296.9,308.3,1555,38.2,175,59401.00000000001
296.9,308.3,1474,39.2,177,57780.8
296.8,308.3,1506,45.9,182,69125.4
296.9,308.4,1390,41.8,184,58101.99999999999
296.9,308.4,1450,46.9,186,68005.0
296.9,308.3,1513,38.8,189,58704.399999999994
296.8,308.2,1643,34.7,191,57012.100000000006
296.8,308.2,1361,53.8,193,73221.8
296.7,308.1,1450,40.9,195,59305.0
296.7,308.0,1451,50.7,197,73565.7
296.8,308.1,1289,62.0,199,79918.0
296.8,308.1,1356,48.3,201,65494.799999999996
296.7,308.1,1528,46.3,203,70746.4
296.6,308.0,1978,22.3,208,44109.4
296.7,308.0,1535,36.8,210,56487.99999999999
296.8,308.1,1843,24.2,212,44600.6
296.9,308.1,1422,48.7,215,69251.40000000001
296.8,308.0,1536,40.4,217,62054.399999999994
296.9,308.1,1483,44.3,219,65696.9
296.8,308.1,1492,43.7,222,65200.4
296.8,308.0,1584,40.4,227,63993.6
296.9,308.1,1555,33.7,229,52403.50000000001
296.8,308.0,1497,41.7,231,62424.9
296.7,307.8,1537,36.3,233,55793.1
296.7,307.8,1505,39.4,236,59297.0
296.7,307.8,1646,34.6,238,56951.600000000006
296.7,307.8,1286,60.5,0,77803.0
296.7,307.8,1400,47.5,3,66500.0
296.8,307.9,1337,56.5,5,75540.5
296.9,308.0,1332,53.9,7,71794.8
296.8,308.0,1561,38.3,9,59786.299999999996
296.9,308.0,1546,31.1,11,48080.600000000006
296.9,308.0,1713,29.3,13,50190.9
296.9,308.0,1343,44.5,15,59763.5
296.8,308.0,1391,54.4,17,75670.4
296.8,308.0,1311,58.6,19,76824.6
296.8,308.0,1453,51.0,24,74103.0
296.8,308.0,1510,39.4,29,59494.0
296.8,307.9,1448,48.8,31,70662.4
296.7,307.8,1453,46.0,33,66838.0
296.7,307.8,1468,39.2,35,57545.600000000006
296.7,307.8,1382,47.5,37,65645.0
296.7,308.0,1580,32.2,39,50876.00000000001
296.8,308.0,1666,29.8,41,49646.8
296.9,308.0,1409,50.7,43,71436.3
296.8,308.0,1675,29.7,46,49747.5
296.8,307.9,1698,30.8,48,52298.4
296.7,307.9,1579,33.4,50,52738.6
296.7,307.9,1743,27.9,55,48629.7
296.9,308.0,1497,44.8,57,67065.59999999999
296.9,308.1,1741,28.8,60,50140.8
296.9,308.1,1435,45.3,62,65005.49999999999
296.9,308.1,1440,46.3,64,66672.0
296.9,308.0,1641,33.3,67,54645.299999999996
296.8,307.9,1420,45.4,70,64468.0
296.8,307.9,1611,35.4,72,57029.399999999994
296.8,307.8,1373,42.9,74,58901.7
296.8,307.9,1683,31.8,76,53519.4
296.9,307.9,1547,32.6,79,50432.200000000004
296.9,307.8,1605,37.0,84,59385.0
296.9,307.9,2010,18.9,86,37989.0
296.8,307.7,1565,40.1,89,62756.5
296.9,307.8,1828,24.6,91,44968.8
297.0,307.8,1579,34.1,94,53843.9
297.0,307.9,1882,24.2,97,45544.4
296.9,307.8,1285,52.1,100,66948.5
296.9,307.8,1571,35.0,102,54985.0
296.9,307.8,1549,37.8,104,58552.2
296.9,307.8,1544,37.6,109,58054.4
297.0,307.9,1412,47.4,112,66928.8
297.0,307.9,1422,53.0,115,75366.0
297.0,307.7,1867,22.8,118,42567.6
296.9,307.7,1424,43.3,120,61659.2
296.9,307.6,1452,45.7,122,66356.40000000001
296.9,307.7,1550,39.7,124,61535.00000000001
296.8,307.6,1588,37.6,126,59708.8
296.8,307.6,1338,44.4,128,59407.2
296.8,307.6,1513,40.0,130,60520.0
296.8,307.5,1470,45.9,132,67473.0
296.8,307.5,1516,36.7,135,55637.200000000004
296.8,307.6,1434,48.3,138,69262.2
296.8,307.6,1368,52.0,140,71136.0
296.8,307.6,1304,48.7,142,63504.8
296.8,307.6,1398,46.7,144,65286.600000000006
296.7,307.6,1516,37.4,146,56698.4
296.7,307.6,1474,41.7,148,61465.8
296.7,307.6,1547,34.7,150,53680.9
296.6,307.5,1482,39.9,153,59131.799999999996
296.6,307.4,1436,42.8,156,61460.799999999996
296.6,307.3,1474,40.0,158,58960.0
296.5,307.2,1481,38.2,160,56574.200000000004
296.5,307.3,1501,42.1,162,63192.1
296.5,307.3,1566,37.2,164,58255.200000000004
296.5,307.3,1579,34.5,166,54475.5
296.6,307.4,1631,35.0,168,57085.0
296.6,307.4,1544,42.3,170,65311.2
296.6,307.4,1521,38.6,173,58710.6
296.6,307.4,1616,28.0,175,45248.0
296.6,307.4,1333,50.2,177,66916.6
296.7,307.4,1533,32.5,182,49822.5
296.6,307.4,1368,45.1,185,61696.8
296.6,307.4,1465,47.8,187,70027.0
296.6,307.4,1406,41.5,189,58349.0
296.5,307.4,1565,43.5,194,68077.5
296.6,307.5,1582,37.9,197,59957.799999999996
296.6,307.5,1439,45.5,199,65474.5
296.6,307.5,1566,35.0,201,54810.0
296.6,307.5,1485,42.7,204,63409.50000000001
296.5,307.5,1566,35.1,206,54966.600000000006
296.3,307.3,1439,41.5,208,59718.5
296.4,307.4,1416,50.0,210,70800.0
296.4,307.4,2833,5.6,213,15864.8
296.3,307.4,1465,47.1,215,69001.5
296.4,307.4,1586,35.5,0,56303.0
296.3,307.3,1567,31.4,5,49203.799999999996
296.2,307.2,1389,48.6,7,67505.40000000001
296.3,307.3,1368,49.5,10,67716.0
296.3,307.3,1444,49.0,13,70756.0
296.3,307.3,1498,41.6,15,62316.8
296.1,307.2,1615,30.8,18,49742.0
296.1,307.1,1898,22.7,20,43084.6
296.1,307.1,1350,53.3,22,71955.0
296.2,307.0,1516,37.6,25,57001.6
296.2,307.0,1542,40.6,28,62605.200000000004
296.1,306.9,1541,32.6,33,50236.600000000006
296.1,306.9,1951,23.3,38,45458.3
296.1,306.8,1645,31.0,41,50995.0
296.0,306.7,1416,44.2,46,62587.200000000004
296.0,306.7,2044,22.3,48,45581.200000000004
295.9,306.6,1414,50.2,51,70982.8
295.9,306.6,1678,26.7,53,44802.6
295.9,306.5,1594,33.2,55,52920.8
295.8,306.5,1514,37.7,60,57077.8
295.8,306.5,1358,49.2,63,66813.6
295.8,306.4,1325,56.2,65,74465.0
295.8,306.4,1339,53.2,67,71234.8
295.8,306.4,1335,51.7,69,69019.5
295.9,306.4,1892,21.7,72,41056.4
295.9,306.4,1575,28.5,74,44887.5
295.8,306.3,1444,45.5,76,65702.0
295.7,306.3,1915,22.4,79,42896.0
295.6,306.2,1584,33.6,81,53222.4
295.7,306.3,1685,34.9,84,58806.5
295.8,306.3,1337,54.6,87,73000.2
295.8,306.3,1235,76.2,89,94107.0
295.7,306.2,1464,46.2,92,67636.8
295.7,306.2,1739,25.9,94,45040.1
295.7,306.3,1490,34.3,97,51106.99999999999
295.8,306.4,1356,48.0,99,65088.0
295.7,306.2,1397,52.0,101,72644.0
295.7,306.2,1458,40.6,103,59194.8
295.7,306.2,2161,16.5,105,35656.5
295.6,306.1,1651,28.1,110,46393.100000000006
295.6,306.1,1389,46.2,113,64171.8
295.6,306.0,1370,52.4,115,71788.0
295.7,306.1,1408,47.9,117,67443.2
295.7,306.1,1343,54.4,119,73059.2
295.7,306.2,1423,42.5,121,60477.5
295.6,306.2,1426,48.6,124,69303.6
295.6,306.2,1435,51.6,126,74046.0
295.5,306.1,1573,35.1,129,55212.3
295.6,306.2,1612,31.2,131,50294.4
295.6,306.2,1446,49.9,133,72155.4
295.6,306.2,1329,55.3,135,73493.7
295.6,306.2,1569,35.1,140,55071.9
295.6,306.1,1256,62.3,142,78248.8
295.6,306.1,1383,48.7,147,67352.1
295.7,306.2,2270,14.6,149,33142.0
295.7,306.2,1458,49.8,151,72608.4
295.6,306.1,1474,41.2,156,60728.8
295.6,306.1,1462,49.2,158,71930.40000000001
295.6,306.1,1669,29.0,161,48401.0
295.5,306.1,1822,24.3,164,44274.6
295.5,306.0,1456,39.2,167,57075.200000000004
295.5,306.0,1546,35.9,169,55501.399999999994
295.6,306.1,1490,42.7,171,63623.00000000001
295.6,306.0,1569,40.4,174,63387.6
295.5,306.0,1621,29.5,176,47819.5
295.4,305.9,1518,40.6,178,61630.8
295.4,305.8,1526,38.2,181,58293.200000000004
295.3,305.8,1589,36.2,184,57521.8
295.3,305.7,1475,51.0,187,75225.0
295.3,305.7,1473,38.5,189,56710.5
295.4,305.8,1407,50.7,192,71334.90000000001
295.5,305.9,1518,44.1,194,66943.8
295.5,305.9,1593,37.2,197,59259.600000000006
295.5,305.9,1380,52.4,202,72312.0
295.5,306.0,1423,45.3,205,64461.899999999994
295.5,306.0,1800,27.6,208,49680.0
295.6,306.1,1623,30.9,210,50150.7
295.6,306.1,1372,55.6,215,76283.2
295.6,306.0,1396,52.4,0,73150.4
295.6,306.0,1949,21.9,5,42683.1
295.6,306.0,1419,51.1,7,72510.90000000001
295.5,305.9,1453,47.3,9,68726.9
295.5,305.9,1542,36.2,12,55820.4
295.6,306.0,1363,50.0,14,68150.0
295.5,306.0,1597,37.2,16,59408.4
295.5,306.0,1326,50.8,18,67360.8
295.5,306.0,1641,36.6,21,60060.600000000006
295.6,306.1,1418,46.2,24,65511.600000000006
295.6,306.2,1263,61.8,27,78053.4
295.6,306.2,1823,25.8,29,47033.4
295.5,306.1,1488,40.7,31,60561.600000000006
295.6,306.2,1443,48.9,33,70562.7
295.6,306.2,1650,28.2,35,46530.0
295.7,306.3,1462,44.3,37,64766.6
295.6,306.2,1477,45.0,40,66465.0
295.7,306.3,1712,28.5,43,48792.0
295.7,306.3,1347,50.4,46,67888.8
295.6,306.2,1287,54.8,49,70527.59999999999
295.6,306.2,1428,44.5,51,63546.0
295.6,306.3,1426,45.5,53,64883.0
295.6,306.3,1636,32.7,56,53497.200000000004
295.6,306.2,1424,42.5,58,60520.0
295.6,306.3,1509,35.8,60,54022.2
295.5,306.2,1448,48.9,65,70807.2
295.5,306.1,1650,32.8,67,54119.99999999999
295.6,306.2,1414,42.5,69,60095.0
295.6,306.3,1911,20.9,74,39939.899999999994
295.6,306.2,1632,32.2,76,52550.4
295.7,306.4,1387,40.1,81,55618.700000000004
295.8,306.4,1399,47.6,84,66592.40000000001
295.8,306.5,1505,35.2,86,52976.00000000001
295.8,306.5,1534,37.9,88,58138.6
295.8,306.5,1493,40.5,90,60466.5
295.8,306.6,1480,43.2,92,63936.00000000001
295.8,306.6,1621,31.6,95,51223.600000000006
295.7,306.5,1737,26.2,97,45509.4
295.8,306.6,1508,46.5,99,70122.0
295.8,306.5,1641,32.2,101,52840.200000000004
295.9,306.6,1532,38.6,104,59135.200000000004
295.9,306.7,1547,40.9,107,63272.299999999996
295.9,306.6,1412,41.0,109,57892.0
295.8,306.5,1568,35.1,111,55036.8
295.9,306.6,1557,41.1,113,63992.700000000004
295.8,306.6,1644,35.2,115,57868.8
295.9,306.6,1679,30.4,117,51041.6
296.0,306.6,1511,35.2,119,53187.200000000004
296.0,306.6,1628,36.8,121,59910.399999999994
296.0,306.6,1392,51.3,124,71409.59999999999
296.0,306.7,1917,21.0,127,40257.0
296.2,306.8,1526,42.3,129,64549.799999999996
296.2,306.8,1389,53.3,132,74033.7
296.1,306.7,1409,42.8,134,60305.2
296.2,306.8,1655,31.1,136,51470.5
296.2,306.9,1516,39.1,138,59275.6
296.2,306.9,1526,34.9,140,53257.4
296.3,307.1,1419,48.6,142,68963.40000000001
296.4,307.2,1748,25.3,144,44224.4
296.4,307.1,1638,32.5,146,53235.0
296.3,307.1,1534,33.8,151,51849.2
296.3,307.1,1774,25.9,154,45946.6
296.2,307.0,2119,18.3,159,38777.700000000004
296.2,307.0,1414,48.3,162,68296.2
296.1,307.0,1523,42.0,164,63966.0
296.1,307.1,1651,35.7,167,58940.700000000004
296.1,307.1,1485,36.0,169,53460.0
296.2,307.2,1168,63.4,172,74051.2
296.3,307.3,1566,35.8,175,56062.799999999996
296.3,307.2,1286,51.1,177,65714.6
296.3,307.2,1446,45.9,180,66371.4
296.4,307.2,2071,19.4,183,40177.399999999994
296.3,307.1,1560,33.2,186,51792.00000000001
296.3,307.1,1654,29.6,188,48958.4
296.3,307.1,1662,32.9,190,54679.799999999996
296.3,307.2,1646,35.0,192,57610.0
296.2,307.1,1444,46.7,194,67434.8
296.3,307.2,1424,42.0,196,59808.0
296.2,307.2,1382,52.0,201,71864.0
296.2,307.1,1413,53.4,203,75454.2
296.2,307.2,1633,31.1,0,50786.3
296.2,307.1,1441,41.7,3,60089.700000000004
296.2,307.2,1385,44.0,5,60940.0
296.2,307.2,1552,34.8,8,54009.6
296.2,307.3,1451,42.8,11,62102.799999999996
296.1,307.1,1433,38.5,14,55170.5
296.1,307.2,1619,29.7,17,48084.299999999996
296.2,307.2,1445,41.8,20,60400.99999999999
296.2,307.2,1356,43.6,22,59121.6
296.3,307.2,1319,68.3,24,90087.7
296.3,307.2,1637,31.6,27,51729.200000000004
296.3,307.2,1291,58.6,29,75652.6
296.3,307.3,1398,52.7,31,73674.6
296.3,307.3,1372,57.7,33,79164.40000000001
296.3,307.2,1454,42.5,35,61795.0
296.2,307.2,1515,36.5,38,55297.5
296.2,307.3,1881,24.3,40,45708.3
296.2,307.3,1711,29.9,42,51158.899999999994
296.2,307.3,1475,37.0,44,54575.0
296.4,307.4,1512,36.8,46,55641.6
296.3,307.4,1335,50.5,48,67417.5
296.3,307.4,1472,39.9,51,58732.799999999996
296.2,307.3,1477,35.2,53,51990.4
296.3,307.4,1760,28.4,56,49984.0
296.4,307.5,1549,36.1,58,55918.9
296.3,307.4,1648,34.0,60,56032.0
296.4,307.5,1556,38.0,62,59128.0
296.3,307.4,1958,19.1,67,37397.8
296.4,307.4,1403,48.4,70,67905.2
296.4,307.5,1684,31.4,72,52877.6
296.4,307.5,1596,35.1,75,56019.600000000006
296.6,307.6,1498,41.1,80,61567.8
296.7,307.7,1524,36.8,82,56083.2
296.7,307.7,1502,43.9,84,65937.8
296.6,307.6,1809,25.1,86,45405.9
296.6,307.6,1542,37.4,88,57670.799999999996
296.5,307.6,1431,45.2,90,64681.200000000004
296.5,307.6,1512,43.6,92,65923.2
296.4,307.5,1403,52.8,94,74078.4
296.4,307.5,1331,47.8,99,63621.799999999996
296.6,307.7,1474,52.6,101,77532.40000000001
296.5,307.6,1607,33.5,104,53834.5
296.5,307.6,1415,44.2,106,62543.00000000001
296.6,307.6,1671,28.8,108,48124.8
296.6,307.7,1556,37.7,110,58661.200000000004
296.7,307.7,1927,23.9,112,46055.299999999996
296.7,307.7,1597,32.1,114,51263.700000000004
296.8,307.8,1627,30.5,117,49623.5
296.8,307.8,1480,39.4,122,58312.0
296.8,307.8,1565,39.5,124,61817.5
296.8,307.8,1573,36.4,126,57257.2
296.7,307.8,1605,31.3,128,50236.5
296.7,307.9,1874,21.3,130,39916.200000000004
296.7,307.9,1424,53.8,133,76611.2
296.7,307.9,1420,50.1,138,71142.0
296.8,307.9,1372,49.0,140,67228.0
296.8,307.8,1664,32.8,142,54579.2
296.8,307.9,1409,44.3,145,62418.7
296.8,307.9,1718,25.2,148,43293.6
296.9,307.8,1544,40.3,150,62223.2
296.9,307.8,1466,45.7,153,66996.2
296.8,307.8,1394,47.7,155,66493.8
296.9,307.8,1840,24.6,157,45264.0
296.9,307.8,1477,37.2,160,54944.4
296.9,307.8,1425,49.1,163,69967.5
297.0,307.9,1414,46.2,165,65326.8
297.0,307.8,1414,47.5,168,67165.0
297.0,307.9,1595,31.7,170,50561.5
296.9,307.8,1345,54.5,172,73302.5
296.9,307.7,1653,35.9,177,59342.7
296.8,307.6,1547,36.5,179,56465.5
296.9,307.7,1656,30.8,181,51004.8
297.0,307.7,1731,28.5,186,49333.5
297.0,307.8,1774,28.0,188,49672.0
297.0,307.8,1521,40.2,190,61144.200000000004
297.1,307.9,1420,39.8,192,56515.99999999999
297.0,307.8,1683,32.3,197,54360.899999999994
297.0,307.7,1498,47.1,199,70555.8
297.0,307.8,1385,56.4,202,78114.0
297.0,307.9,1455,49.0,204,71295.0
296.9,307.8,1549,35.8,206,55454.2
296.9,307.8,1392,43.9,0,61108.799999999996
296.9,307.7,2008,17.5,3,35140.0
296.9,307.7,1464,41.4,6,60609.6
297.0,307.7,1447,46.4,8,67140.8
296.9,307.6,1685,32.0,10,53920.0
296.8,307.5,1443,39.2,13,56565.600000000006
296.9,307.5,1354,44.4,16,60117.6
296.9,307.5,2721,9.3,18,25305.300000000003
297.0,307.6,1680,35.8,20,60143.99999999999
296.9,307.5,1397,48.3,22,67475.09999999999
296.9,307.4,1521,37.9,27,57645.9
296.8,307.4,1472,43.9,30,64620.799999999996
296.8,307.5,1695,30.0,33,50850.0
296.7,307.5,1607,33.6,38,53995.200000000004
296.8,307.5,1347,54.8,43,73815.59999999999
296.7,307.4,1540,38.7,45,59598.00000000001
296.6,307.4,1389,42.7,48,59310.3
296.6,307.5,1734,27.0,50,46818.0
296.7,307.6,1540,38.6,53,59444.0
296.7,307.5,1515,42.1,55,63781.5
296.6,307.4,1504,45.8,58,68883.2
296.6,307.5,1557,35.1,60,54650.700000000004
296.5,307.4,1292,52.5,62,67830.0
296.5,307.4,1432,49.2,64,70454.40000000001
296.5,307.4,1350,55.6,69,75060.0
296.6,307.4,1790,25.8,72,46182.0
296.4,307.3,1540,37.4,75,57596.0
296.4,307.3,2077,19.1,80,39670.700000000004
296.4,307.3,1487,37.5,83,55762.5
296.5,307.4,1523,40.7,85,61986.100000000006
296.5,307.5,1443,41.8,87,60317.399999999994
296.5,307.5,1340,59.1,89,79194.0
296.6,307.7,1654,31.0,91,51274.0
296.6,307.6,1459,40.2,96,58651.8
296.5,307.6,1541,38.5,98,59328.5
296.6,307.7,1386,62.3,100,86347.8
296.7,307.8,1258,69.0,105,86802.0
296.7,307.8,1375,51.4,108,70675.0
296.8,307.9,1706,30.8,111,52544.8
296.7,307.8,1672,32.4,113,54172.799999999996
296.8,307.9,1843,25.2,116,46443.6
296.7,307.9,1690,29.6,119,50024.0
296.8,307.9,1413,46.5,121,65704.5
296.8,307.9,1489,33.4,123,49732.6
296.8,307.9,1271,61.4,125,78039.4
296.8,307.9,1418,47.9,127,67922.2
296.9,307.8,1426,50.7,130,72298.2
296.9,307.9,1535,39.2,133,60172.00000000001
296.9,307.8,1557,38.1,135,59321.700000000004
296.9,307.8,1653,29.7,137,49094.1
296.9,307.9,1435,41.6,139,59696.0
297.0,307.9,1569,33.3,141,52247.7
296.9,307.9,1385,44.8,144,62047.99999999999
297.0,307.9,1635,31.6,147,51666.0
296.9,307.9,1423,43.9,149,62469.7
297.0,307.9,1479,39.2,151,57976.8
297.0,307.9,1296,69.1,153,89553.59999999999
297.0,307.8,1553,33.3,155,51714.899999999994
297.0,307.9,1529,42.2,157,64523.8
297.1,308.0,1690,25.6,159,43264.0
297.1,308.0,1348,58.0,162,78184.0
297.2,308.1,1446,38.5,164,55671.0
297.1,307.9,1456,50.0,166,72800.0
297.0,307.9,1350,47.7,168,64395.00000000001
297.1,307.9,1507,38.3,170,57718.1
297.0,307.9,1448,45.6,172,66028.8
296.9,307.9,1626,29.9,177,48617.399999999994
297.0,307.9,1846,27.3,179,50395.8
297.0,307.8,1404,40.7,184,57142.8
297.0,307.8,1583,37.2,189,58887.600000000006
297.0,307.9,1436,47.7,191,68497.2
297.0,307.8,1609,35.6,193,57280.4
297.0,307.7,1834,23.8,195,43649.200000000004
297.0,307.8,1316,61.2,200,80539.2
296.9,307.8,1400,57.1,202,79940.0
296.9,307.9,1367,47.1,204,64385.700000000004
297.1,308.1,1754,30.3,206,53146.200000000004
297.1,308.1,1487,34.6,208,51450.200000000004
297.1,308.1,1506,37.7,210,56776.200000000004
297.0,308.1,1362,52.5,213,71505.0
297.1,308.1,1584,36.8,215,58291.2
297.0,308.1,1355,43.7,217,59213.50000000001
297.1,308.1,1823,24.3,219,44298.9
297.0,308.1,1517,41.4,222,62803.799999999996
297.1,308.1,1446,36.6,227,52923.6
297.1,308.0,1559,38.8,229,60489.2
297.1,308.1,1352,44.4,0,60028.799999999996
297.2,308.3,1578,37.8,3,59648.399999999994
297.2,308.3,1429,42.0,6,60018.0
297.2,308.3,1604,39.4,9,63197.6
297.3,308.5,1398,60.4,12,84439.2
297.3,308.4,1441,43.4,14,62539.4
297.3,308.4,1531,35.6,16,54503.6
297.2,308.3,1379,52.1,21,71845.90000000001
297.3,308.3,1410,48.1,23,67821.0
297.3,308.4,1513,40.5,25,61276.5
297.3,308.5,1497,47.5,27,71107.5
297.3,308.4,1491,46.5,29,69331.5
297.3,308.4,1417,47.8,31,67732.59999999999
297.4,308.6,1522,38.0,33,57836.0
297.3,308.4,1339,52.1,36,69761.90000000001
297.2,308.3,1794,27.5,38,49335.0
297.2,308.4,1460,42.1,41,61466.0
297.2,308.3,1776,28.0,43,49728.0
297.2,308.3,1431,43.7,46,62534.700000000004
297.1,308.2,1347,50.8,49,68427.59999999999
297.0,308.1,1507,43.1,51,64951.700000000004
297.0,308.0,1408,47.9,54,67443.2
297.0,307.9,1493,34.7,57,51807.100000000006
296.9,307.9,1441,47.6,60,68591.6
296.9,307.9,1557,36.5,63,56830.5
296.9,307.9,1979,20.4,68,40371.6
296.9,308.0,1430,55.9,71,79937.0
296.9,308.0,1658,41.0,74,67978.0
297.0,308.1,1355,51.4,76,69647.0
297.0,308.1,1410,47.6,79,67116.0
296.9,308.0,1521,34.5,84,52474.5
296.8,308.0,1371,54.5,86,74719.5
296.9,308.0,1318,53.5,88,70513.0
297.0,308.1,1573,34.9,93,54897.7
297.0,308.1,1489,44.1,96,65664.90000000001
297.0,308.1,2540,13.3,98,33782.0
297.0,308.1,1537,39.0,103,59943.0
296.9,308.0,1416,46.9,105,66410.4
296.9,307.9,1359,56.5,110,76783.5
296.8,307.8,1551,38.9,112,60333.899999999994
296.8,307.8,1694,33.0,115,55902.0
296.8,307.9,1709,28.4,118,48535.6
